김포공항역,강서구,126.801554031,37.562142428
개화산역,강서구,126.805985989,37.572266825
방화역,강서구,126.812614646,37.577001265
사당주차장 화장실,서초구,126.983967361,37.475237821
봉화산주차장 화장실,중랑구,127.094139154,37.606262591
동대문주차장 화장실,중구,127.012090046,37.567168563
남부여성주차장 화장실,금천구,126.905358900,37.462784915
마포유수지 화장실,마포구,126.942581384,37.538808379
영등포로타리 지하상가,영등포구,126.905710665,37.518198548
영등포역 지하상가,영등포구,126.906432531,37.516788733
강남터미널 3구역 지하상가,서초구,127.005035442,37.506215867
강남터미널 2구역 지하상가,서초구,127.005035442,37.506215867
강남터미널 1구역 지하상가,서초구,127.005035442,37.506215867
강남역 지하상가,강남구,127.028036783,37.498609088
청계5가 지하상가,중구,127.002077655,37.568955761
종로4가 지하상가,종로구,126.997611949,37.570018249
신당 지하상가,중구,127.019341881,37.568493708
서울추모공원,서초구,127.042793443,37.452030645
천왕역환승센터,구로구,126.839150778,37.487251789
개화역환승센터,강서구,126.798995361,37.577918083
구파발역환승센터,은평구,126.919287752,37.638002631
용산주차빌딩 화장실,용산구,126.965289200,37.534332202
세종로공영주차장,종로구,126.975895843,37.573365595
종묘공영주차장,종로구,126.995021397,37.571497196
잠실역공영주차장,송파구,127.104203229,37.514973103
천호역공영주차장,강동구,127.123477551,37.536736983
청사 지하1층 화장실,성동구,127.036040189,37.571613971
남측생활체육관,마포구,126.896928100,37.565824500
남측 공용자전거,마포구,126.896113100,37.565784300
홈플러스,마포구,126.898331700,37.567291900
홍보관,마포구,126.896151200,37.568073900
풋살구장,마포구,126.898852500,37.571530800
영화관,마포구,126.898589600,37.569010200
웨딩홀,마포구,126.895558000,37.568620700
남문화장실,광진구,127.081639300,37.546658700
정문 화장실,광진구,127.076393000,37.549118700
후문화장실,광진구,127.084542000,37.549895700
중앙로 화장실,광진구,127.079581000,37.548909200
물놀이장 화장실,광진구,127.081112700,37.547697800
구의문화장실,광진구,127.083973500,37.547275300
테니스 화장실,광진구,127.085029100,37.549436000
숲속의무대3,광진구,127.081132800,37.551181600
숲속의무대2,광진구,127.080795400,37.549781600
숲속의무대1,광진구,127.080205300,37.549635200
물새화장실,광진구,127.082363800,37.549698800
버섯화장실,광진구,127.083484200,37.549761300
4호 화장실,성동구,127.038703251,37.572070790
3호화장실,성동구,127.049507219,37.561761767
2호화장실,성동구,127.048922437,37.565988835
영등포시장,영등포구,126.905901233,37.519745270
남대문,중구,126.983002939,37.567310892
회현,중구,126.981832395,37.560659674
명동역,중구,126.985351493,37.560854209
소공,중구,126.979926396,37.564035897
명동,중구,126.982074649,37.563558261
잠실역,송파구,127.100583459,37.513570676
동대문,종로구,127.009530039,37.570404941
마전교,종로구,127.002275421,37.569931451
청계6가,중구,127.009666041,37.569190062
종오,종로구,126.999875638,37.570668833
분수대 화장실,광진구,127.078122300,37.550021700
종각,종로구,126.985701795,37.570430497
인현,중구,126.995732871,37.564272593
을지로 4구역 B,중구,127.003070303,37.566603545
을지로 4구역 A,중구,127.003070303,37.566603545
을지로3구역,중구,126.994063351,37.566437689
을지로 입구,중구,126.983972425,37.566112767
시청광장(지하),중구,126.978685100,37.565907400
청계천 1호 화장실,성동구,127.045220382,37.568591272
신월야구공원,양천구,126.832240017,37.526483827
구의야구공원,광진구,127.094554698,37.545581750
잠실야구장 1루 외곽,송파구,127.070880900,37.512774100
잠실야구장 3루 외곽,송파구,127.072934800,37.512745500
제2수영장 체육공원 학생체육관앞,송파구,127.075991500,37.512466300
제2수영장 체육공원 파크골프장앞,송파구,127.076718100,37.513047600
제2수영장 체육공원 풋살경기장앞,송파구,127.075555200,37.513586900
제1수영장 외부,송파구,127.075279300,37.514349400
잠실실내체육관 나들목 앞,송파구,127.074579000,37.515712400
잠실실내체육관 장애인체육회 앞,송파구,127.074482700,37.515737300
잠실실내체육관 매표소 앞,송파구,127.076785600,37.515711300
잠실주경기장 야구장 앞,송파구,127.073074000,37.512142100
잠실주경기장 남직문외곽,송파구,127.072085600,37.514815600
잠실보조경기장,송파구,127.071560400,37.517227500
효창운동장,용산구,126.961438343,37.543342423
목동빙상장,양천구,126.879301600,37.530274200
목동야구장,양천구,126.879914100,37.530789400
목동축구장,양천구,126.882589600,37.531210900
잠실야구장,송파구,127.072874100,37.513074300
제2수영장,송파구,127.076452900,37.513519900
제1수영장,송파구,127.075362300,37.514275800
잠실실내체육관,송파구,127.076726000,37.515641700
잠실주경기장,송파구,127.074688900,37.515694800
월드컵공원 청사(1.2층),마포구,126.898422500,37.563736500
방문자안내센터-선유도공원,영등포구,126.901761200,37.542416800
서서울호수공원(청사동화장실),양천구,126.830069440,37.527428258
주차장화장실(독립공원),서대문구,126.955593800,37.575181700
구관리동화장실-독립공원,서대문구,126.957228800,37.574603300
방문자센터화장실-독립공원,서대문구,126.959080400,37.572250300
여의도공원(4호. 민들레화장실),영등포구,126.922264248,37.526804697
관리동화장실-푸른수목원,구로구,126.823456330,37.482422560
숲교육센터-푸른수목원,구로구,126.827435900,37.485301400
노을-10(가양),마포구,126.868073100,37.575597400
노을-9(커뮤니티),마포구,126.879919300,37.569386900
노을-8(노을매점),마포구,126.879831600,37.569719900
노을-7(스타트),마포구,126.878651700,37.574076200
노을-6(바람의광장),마포구,126.876710000,37.571983900
노을-5(노을카페),마포구,126.872541700,37.573458000
노을-4(대피소),마포구,126.873286300,37.573786400
노을-3(신관),마포구,126.873150800,37.575092700
노을-2(숙소),마포구,126.876412900,37.575019800
하늘-7(유채화장실),마포구,126.879929500,37.567476100
하늘-5(동쪽),마포구,126.886305256,37.569073134
하늘-4(대우화장실),마포구,126.887423700,37.566334400
하늘-3(서쪽계단),마포구,126.882548200,37.569851300
하늘-2(서쪽),마포구,126.883960000,37.570309400
하늘-1(탐방객안내소),마포구,126.886390900,37.569107900
난지천-4(어린이놀이터),마포구,126.882659700,37.575557400
난지천-3(축구장주변),마포구,126.884871400,37.573766300
난지천-2(잔디광장주변),마포구,126.887287900,37.572544000
난지천-1(난지주차장),마포구,126.891826500,37.567970600
평화-5(모험놀이터),마포구,126.896339600,37.562279200
평화-4(평화잔디광장),마포구,126.893160100,37.561307500
평화-3(별자리휴게소),마포구,126.892451400,37.564222400
평화-2(쌍둥이화장실),마포구,126.894269200,37.565567600
평화-1(연못화장실),마포구,126.898069300,37.563306600
선유도공원(야외화장실),영등포구,126.898784500,37.544048500
선유도이야기관(1층. 2층 화장실),영등포구,126.901060000,37.543320900
서서울호수공원(정문화장실),양천구,126.831300400,37.528858500
여의도공원(8호화장실),영등포구,126.923517300,37.525856400
여의도공원(7호. 은방울화장실),영등포구,126.920419900,37.523930400
